,AirportID,Name,City,Country,IATA,ICA,Latitude,Longitude,Altitude,Timezone,DST,Tz,Type,Source,MergedTz
2960,3137,Calicut International Airport,Calicut,India,CCJ,VOCL,11.1367998123,75.95529937740001,342,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
2961,3138,Cuddapah Airport,Cuddapah,India,CDP,VOCP,14.510000228881836,78.77279663085938,430,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
2962,3140,Dundigul Air Force Academy,Dundigul,India,,VODG,17.627199173,78.40339660640001,2013,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
2963,3141,Begumpet Airport,Hyderabad,India,BPM,VOHY,17.4531002045,78.4675979614,1742,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
2964,3142,Madurai Airport,Madurai,India,IXM,VOMD,9.83450984955,78.09339904790002,459,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
2965,3143,Mangalore International Airport,Mangalore,India,IXE,VOML,12.961299896199998,74.89009857180001,337,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
2966,3144,Chennai International Airport,Madras,India,MAA,VOMM,12.990005493164062,80.16929626464844,52,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
2967,3145,Nagarjuna Sagar Airport,Nagarjunsagar,India,,VONS,16.542699813842773,79.3187026977539,658,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
2968,3146,Vir Savarkar International Airport,Port Blair,India,IXZ,VOPB,11.641200065612793,92.72969818115234,14,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
2969,3147,Pondicherry Airport,Pendicherry,India,PNY,VOPC,11.968700408935547,79.81009674072266,118,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
2970,3148,Rajahmundry Airport,Rajahmundry,India,RJA,VORY,17.1103992462,81.81819915770001,151,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
2971,3149,Salem Airport,Salem,India,,VOSM,11.78330039978,78.06559753418,1008,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
2972,3150,Tanjore Air Force Base,Tanjore,India,,VOTJ,10.722399711608887,79.10160064697266,253,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
2973,3151,Tirupati Airport,Tirupeti,India,TIR,VOTP,13.632499694800003,79.543296814,350,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
2974,3152,Tiruchirapally Civil Airport Airport,Tiruchirappalli,India,TRZ,VOTR,10.765399932861328,78.70970153808594,288,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
2975,3153,Trivandrum International Airport,Trivandrum,India,TRV,VOTV,8.48211956024,76.9200973511,15,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
3008,3196,Da Nang International Airport,Danang,Vietnam,DAD,VVDN,16.043899536132812,108.1989974975586,33,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
3009,3197,Gia Lam Air Base,Hanoi,Vietnam,,VVGL,21.04050064086914,105.88600158691406,50,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
3010,3198,Kep Air Base,Kep,Vietnam,,VVKP,21.3945999146,106.26100158700001,55,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
3011,3199,Noi Bai International Airport,Hanoi,Vietnam,HAN,VVNB,21.221200942993164,105.80699920654295,39,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
3012,3200,Nha Trang Air Base,Nhatrang,Vietnam,NHA,VVNT,12.2275,109.192001,20,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
3013,3201,Phu Bai Airport,Hue,Vietnam,HUI,VVPB,16.401500701899998,107.70300293,48,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
3014,3204,Phu Quoc International Airport,Phuquoc,Vietnam,PQC,VVPQ,10.1698,103.9931,37,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
3015,3205,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,SGN,VVTS,10.8187999725,106.652000427,33,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
3062,3262,Bintulu Airport,Bintulu,Malaysia,BTU,WBGB,3.1238501071900004,113.019996643,74,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
3063,3263,Kuching International Airport,Kuching,Malaysia,KCH,WBGG,1.4846999645233154,110.34700012207031,89,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
3064,3264,Limbang Airport,Limbang,Malaysia,LMN,WBGJ,4.808300018310547,115.01000213623048,14,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
3065,3265,Marudi Airport,Marudi,Malaysia,MUR,WBGM,4.1789798736572275,114.3290023803711,103,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
3066,3266,Miri Airport,Miri,Malaysia,MYY,WBGR,4.322010040283203,113.98699951171876,59,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
3067,3267,Sibu Airport,Sibu,Malaysia,SBW,WBGS,2.2616000175476074,111.98500061035156,122,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
3068,3268,Lahad Datu Airport,Lahad Datu,Malaysia,LDU,WBKD,5.032249927520752,118.3239974975586,45,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
3069,3269,Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,BKI,WBKK,5.9372100830078125,116.0510025024414,10,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
3070,3270,Labuan Airport,Labuan,Malaysia,LBU,WBKL,5.300680160522461,115.25,101,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
3071,3271,Tawau Airport,Tawau,Malaysia,TWU,WBKW,4.320159912109375,118.12799835205078,57,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
3081,3281,Nanga Pinoh Airport,Nangapinoh,Indonesia,,WIOG,-0.34886899590491993,111.74800109863001,123,7.0,N,Asia/Jakarta,airport,OurAirports,Asia/Pontianak
3082,3282,Ketapang(Rahadi Usman) Airport,Ketapang,Indonesia,KTG,WIOK,-1.816640019416809,109.96299743652344,46,7.0,N,Asia/Jakarta,airport,OurAirports,Asia/Pontianak
3083,3284,Supadio Airport,Pontianak,Indonesia,PNK,WIOO,-0.15071099996566772,109.40399932861328,10,7.0,N,Asia/Jakarta,airport,OurAirports,Asia/Pontianak
3126,3332,Avalon Airport,Avalon,Australia,AVV,YMAV,-38.039398193400004,144.468994141,35,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
3128,3334,Melbourne Essendon Airport,Melbourne,Australia,MEB,YMEN,-37.72809982299805,144.90199279785156,282,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
3129,3335,RAAF Base East Sale,East Sale,Australia,,YMES,-38.0988998413,147.149002075,23,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
3130,3336,Hobart International Airport,Hobart,Australia,HBA,YMHB,-42.836101532,147.50999450700002,13,10.0,O,Australia/Melbourne,airport,OurAirports,Australia/Hobart
3131,3337,Launceston Airport,Launceston,Australia,LST,YMLT,-41.54529953,147.214004517,562,10.0,O,Australia/Melbourne,airport,OurAirports,Australia/Hobart
3132,3338,Melbourne Moorabbin Airport,Melbourne,Australia,MBW,YMMB,-37.97579956054688,145.1020050048828,50,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
3133,3339,Melbourne International Airport,Melbourne,Australia,MEL,YMML,-37.673301696777344,144.84300231933594,434,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
3134,3340,"RAAF Williams, Point Cook Base",Point Cook,Australia,,YMPC,-37.93220138549805,144.7530059814453,14,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
3163,3372,Guilin Liangjiang International Airport,Guilin,China,KWL,ZGKL,25.21809959411621,110.03900146484376,570,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
3164,3373,Nanning Wuxu Airport,Nanning,China,NNG,ZGNN,22.60829925537109,108.1719970703125,421,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
3169,3378,Lanzhou Zhongchuan Airport,Lanzhou,China,LHW,ZLLL,36.5152015686,103.620002747,6388,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
3170,3379,Xi'an Xianyang International Airport,Xi'an,China,XIY,ZLXY,34.44710159301758,108.7519989013672,1572,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
3172,3381,Xishuangbanna Gasa Airport,Jinghonggasa,China,JHG,ZPJH,21.973899841308594,100.76000213623048,1815,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
3173,3382,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.101944399999997,102.9291667,6903,8.0,N,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
3184,3393,Chongqing Jiangbei International Airport,Chongqing,China,CKG,ZUCK,29.719200134277344,106.64199829101562,1365,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
3185,3394,Longdongbao Airport,Guiyang,China,KWE,ZUGY,26.53849983215332,106.8010025024414,3736,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
3186,3395,Chengdu Shuangliu International Airport,Chengdu,China,CTU,ZUUU,30.578500747680664,103.9469985961914,1625,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
3187,3396,Xichang Qingshan Airport,Xichang,China,XIC,ZUXC,27.98909950256348,102.18399810791016,5112,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
3188,3397,Kashgar Airport,Kashi,China,KHG,ZWSH,39.5429000854,76.0199966431,4529,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Kashgar
3189,3398,Hotan Airport,Hotan,China,HTN,ZWTN,37.03850173950195,79.86489868164062,4672,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Kashgar
3190,3399,Ürümqi Diwopu International Airport,Urumqi,China,URC,ZWWW,43.90710067749024,87.47419738769531,2125,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
3191,3400,Taiping Airport,Harbin,China,HRB,ZYHB,45.6234016418457,126.25,457,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Harbin
3192,3402,Mudanjiang Hailang International Airport,Mudanjiang,China,MDG,ZYMD,44.524101257299996,129.569000244,883,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Harbin
3200,3413,Cape Lisburne LRRS Airport,Cape Lisburne,United States,LUR,PALU,68.87509918,-166.1100006,16,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
3201,3414,Point Lay LRRS Airport,Point Lay,United States,PIZ,PPIZ,69.73290253,-163.00500490000002,22,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
3211,3424,Cape Romanzof LRRS Airport,Cape Romanzof,United States,CZF,PACZ,61.78030014,-166.03900149999998,464,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
3213,3426,St Paul Island Airport,St. Paul Island,United States,SNP,PASN,57.16730117797852,-170.22000122070312,63,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
3214,3427,Cape Newenham LRRS Airport,Cape Newenham,United States,EHM,PAEH,58.6464004517,-162.06300354,541,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
3215,3428,St George Airport,Point Barrow,United States,STG,PAPB,56.5783004761,-169.662002563,125,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
3219,3432,Oscoda Wurtsmith Airport,Oscoda,United States,OSC,KOSC,44.45159912,-83.39409637,633,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
3264,3477,Annette Island Airport,Annette Island,United States,ANN,PANT,55.04240036010742,-131.57200622558594,119,-9.0,A,America/Anchorage,airport,OurAirports,America/Metlakatla
3279,3492,Juneau International Airport,Juneau,United States,JNU,PAJN,58.35499954223633,-134.57600402832028,21,-9.0,A,America/Anchorage,airport,OurAirports,America/Juneau
3282,3495,Boise Air Terminal/Gowen field,Boise,United States,BOI,KBOI,43.56439972,-116.22299960000001,2871,-7.0,A,America/Denver,airport,OurAirports,America/Boise
3328,3544,Capital City Airport,Lansing,United States,LAN,KLAN,42.77870178222656,-84.58740234375,861,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
3341,3557,St Clair County International Airport,Port Huron,United States,PHN,KPHN,42.91099929999999,-82.52890015,650,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
3369,3585,Indianapolis International Airport,Indianapolis,United States,IND,KIND,39.7173,-86.294403,797,-5.0,A,America/New_York,airport,OurAirports,America/Indiana/Indianapolis
3384,3600,Bowman Field,Louisville,United States,LOU,KLOU,38.2280006409,-85.6636962891,546,-5.0,A,America/New_York,airport,OurAirports,America/Kentucky/Louisville
3387,3603,Terre Haute International Hulman Field,Terre Haute,United States,HUF,KHUF,39.45149993896485,-87.30760192871094,589,-5.0,A,America/New_York,airport,OurAirports,America/Indiana/Indianapolis
3399,3615,Nome Airport,Nome,United States,OME,PAOM,64.51219940185547,-165.44500732421875,37,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
3402,3618,Menominee Marinette Twin County Airport,Macon,United States,MNM,KMNM,45.12670135498047,-87.63839721679688,625,-6.0,A,America/Chicago,airport,OurAirports,America/Menominee
3429,3645,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,KDTW,42.212398529052734,-83.35340118408203,645,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
3452,3668,Roscommon County - Blodgett Memorial Airport,Houghton Lake,United States,HTL,KHTL,44.359798,-84.671095,1150,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
3459,3675,Sawyer International Airport,Gwinn,United States,MQT,KSAW,46.3535995483,-87.39540100100001,1221,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
3469,3685,Gerald R. Ford International Airport,Grand Rapids,United States,GRR,KGRR,42.88079834,-85.52279663,794,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
3477,3693,Ralph Wien Memorial Airport,Kotzebue,United States,OTZ,PAOT,66.88469696,-162.598999,14,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
3519,3737,Coleman A. Young Municipal Airport,Detroit,United States,DET,KDET,42.40919876,-83.00990295,626,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
3523,3742,Selfridge Angb Airport,Mount Clemens,United States,MTC,KMTC,42.608299255371094,-82.83550262451172,580,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
3589,3808,Ketchikan International Airport,Ketchikan,United States,KTN,PAKT,55.35559845,-131.7140045,89,-9.0,A,America/Anchorage,airport,OurAirports,America/Sitka
3590,3809,Willow Run Airport,Detroit,United States,YIP,KYIP,42.23789978,-83.53040314,716,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
3603,3823,Mountain Home Air Force Base,Mountain Home,United States,MUO,KMUO,43.043597999999996,-115.872002,2996,-7.0,A,America/Denver,airport,OurAirports,America/Boise
3633,3854,Cold Bay Airport,Cold Bay,United States,CDB,PACD,55.20610046386719,-162.72500610351562,96,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
3635,3856,Sitka Rocky Gutierrez Airport,Sitka,United States,SIT,PASI,57.04710006713867,-135.36199951171878,21,-9.0,A,America/Anchorage,airport,OurAirports,America/Sitka
3639,3860,Unalaska Airport,Unalaska,United States,DUT,PADU,53.900100708000004,-166.54400634799998,22,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
3650,3871,Grissom Air Reserve Base,Peru,United States,GUS,KGUS,40.648101806599996,-86.15209960940001,812,-5.0,A,America/New_York,airport,OurAirports,America/Indiana/Indianapolis
3688,3910,Iskandar Airport,Pangkalan Bun,Indonesia,PKN,WAOI,-2.70519995689,111.672996521,75,7.0,N,Asia/Jakarta,airport,OurAirports,Asia/Pontianak
3689,3911,Tjilik Riwut Airport,Palangkaraya,Indonesia,PKY,WAOP,-2.22513008118,113.943000793,82,7.0,N,Asia/Jakarta,airport,OurAirports,Asia/Pontianak
3737,3966,Assab International Airport,Assab,Eritrea,ASA,HHSB,13.071800231933596,42.64500045776367,46,3.0,U,Africa/Asmera,airport,OurAirports,Africa/Asmara
3738,3967,Asmara International Airport,Asmara,Eritrea,ASM,HHAS,15.291899681091307,38.91070175170898,7661,3.0,U,Africa/Asmera,airport,OurAirports,Africa/Asmara
3739,3968,Massawa International Airport,Massawa,Eritrea,MSW,HHMS,15.670000076293945,39.37009811401367,194,3.0,U,Africa/Asmera,airport,OurAirports,Africa/Asmara
3756,3988,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,SAEZ,-34.8222,-58.5358,67,-3.0,N,America/Buenos_Aires,airport,OurAirports,America/Argentina/Buenos_Aires
3778,4014,Louisville International Standiford Field,Louisville,United States,SDF,KSDF,38.1744,-85.736,501,-5.0,A,America/New_York,airport,OurAirports,America/Kentucky/Louisville
3787,4023,Cherry Capital Airport,Traverse City,United States,TVC,KTVC,44.74140167236328,-85.58219909667969,624,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
3794,4030,Sanya Phoenix International Airport,Sanya,China,SYX,ZJSY,18.30290031433105,109.41200256347656,92,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
3796,4033,Lijiang Airport,Lijiang,China,LJG,ZPLJ,26.6800003052,100.24600219700001,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
3800,4039,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,AZO,KAZO,42.234901428222656,-85.5521011352539,874,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
3802,4041,Fort Wayne International Airport,Fort Wayne,United States,FWA,KFWA,40.97850037,-85.19509888,814,-5.0,A,America/New_York,airport,OurAirports,America/Indiana/Indianapolis
3814,4054,Dali Airport,Dali,China,DLU,ZPDL,25.649401,100.319,7050,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
3815,4056,Mulu Airport,Mulu,Malaysia,MZV,WBMU,4.048329830169679,114.80500030517578,80,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
3835,4078,Tolmachevo Airport,Novosibirsk,Russia,OVB,UNNT,55.012599945068,82.650703430176,365,7.0,N,Asia/Krasnoyarsk,airport,OurAirports,Asia/Novosibirsk
3840,4085,Yinchuan Airport,Yinchuan,China,INC,ZLIC,38.481899,106.009003,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
3844,4089,Bishop International Airport,Flint,United States,FNT,KFNT,42.96540069580078,-83.74359893798828,782,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
3846,4091,Madeira Airport,Funchal,Portugal,FNC,LPMA,32.697898864746,-16.774499893188,192,0.0,E,Europe/Lisbon,airport,OurAirports,Atlantic/Madeira
3847,4092,Maestro Wilson Fonseca Airport,Santarem,Brazil,STM,SBSN,-2.424721956253052,-54.78583145141602,198,-3.0,S,America/Belem,airport,OurAirports,America/Santarem
3849,4094,Ekati Airport,Ekati,Canada,YOA,CYOA,64.6988983154,-110.614997864,1536,-7.0,A,America/Edmonton,airport,OurAirports,America/Yellowknife
3852,4097,Lhasa Gonggar Airport,Lhasa,China,LXA,ZULS,29.2978000641,90.9119033813,11713,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
3855,4100,Idaho Falls Regional Airport,Idaho Falls,United States,IDA,KIDA,43.51459884643555,-112.0709991455078,4744,-7.0,A,America/Denver,airport,OurAirports,America/Boise
3865,4110,Yibin Caiba Airport,Yibin,China,YBP,ZUYB,28.8005555556,104.545,924,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
3874,4120,Haikou Meilan International Airport,Haikou,China,HAK,ZJHK,19.93490028381348,110.45899963378906,75,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
3876,4124,Page Municipal Airport,Page,United States,PGA,KPGA,36.92610168,-111.447998,4316,-7.0,A,America/Phoenix,airport,OurAirports,America/Denver
3879,4128,MBS International Airport,Saginaw,United States,MBS,KMBS,43.532901763916016,-84.07959747314453,668,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
3891,4141,Sandakan Airport,Sandakan,Malaysia,SDK,WBKS,5.900899887084961,118.05899810791016,46,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
3896,4147,Petersburg James A Johnson Airport,Petersburg,United States,PSG,PAPG,56.80170059,-132.9450073,111,-9.0,A,America/Anchorage,airport,OurAirports,America/Sitka
3901,4153,Lien Khuong Airport,Dalat,Vietnam,DLI,VVDL,11.75,108.36699676513672,3156,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
3902,4155,Rach Gia Airport,Rach Gia,Vietnam,VKG,VVRG,9.95802997234,105.132379532,7,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
3903,4156,Cà Mau Airport,Ca Mau,Vietnam,CAH,VVCM,9.177667,105.177778,6,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
3904,4157,Chu Lai International Airport,Chu Lai,Vietnam,VCL,VVCA,15.4033002853,108.706001282,10,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
3905,4158,Dong Tac Airport,Tuy Hoa,Vietnam,TBB,VVTH,13.0495996475,109.333999634,20,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
3914,4170,Lukla Airport,Lukla,Nepal,LUA,VNLK,27.686899185180664,86.72969818115234,9380,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3915,4171,Bhojpur Airport,Bhojpur,Nepal,BHP,VNBJ,27.14739990234375,87.05079650878906,4000,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3916,4172,Lamidanda Airport,Lamidanda,Nepal,LDN,VNLD,27.25309944152832,86.66999816894531,4100,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3917,4173,Jomsom Airport,Jomsom,Nepal,JMO,VNJS,28.780426000000002,83.723,9000,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3918,4174,Manang Airport,Manang,Nepal,NGX,VNMA,28.641399383544922,84.08920288085938,11001,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3919,4175,Phaplu Airport,Phaplu,Nepal,PPL,VNPL,27.5177868809,86.58445358280001,7918,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3920,4177,Rumjatar Airport,Rumjatar,Nepal,RUM,VNRT,27.30349922180176,86.55039978027344,4500,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3921,4178,Tulsipur Airport,Dang,Nepal,DNP,VNDG,28.111099243164066,82.29419708251953,2100,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3922,4179,Rukumkot Airport,Rukumkot,Nepal,RUK,VNRK,28.6270008087,82.19499969479999,2500,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3923,4180,Jumla Airport,Jumla,Nepal,JUM,VNJL,29.274200439453125,82.19329833984375,7700,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3924,4182,Taplejung Airport,Taplejung,Nepal,TPJ,VNTJ,27.3509,87.69525,7990,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3925,4183,Tumling Tar Airport,Tumling Tar,Nepal,TMI,VNTR,27.315000534057614,87.19329833984375,1700,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3926,4184,Surkhet Airport,Surkhet,Nepal,SKH,VNSK,28.586000442504886,81.63600158691406,2400,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3927,4185,Simikot Airport,Simikot,Nepal,IMK,VNST,29.971099853515625,81.81890106201172,9246,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3928,4186,Dolpa Airport,Dolpa,Nepal,DOP,VNDP,28.985700607299805,82.81909942626953,8200,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3929,4187,Bajhang Airport,Bajhang,Nepal,BJH,VNBG,29.53899955749512,81.1854019165039,4100,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3930,4188,Dhangarhi Airport,Dhangarhi,Nepal,DHI,VNDH,28.75329971313477,80.58190155029297,690,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
3950,4209,Porto Seguro Airport,Porto Seguro,Brazil,BPS,SBPS,-16.438600540161133,-39.08089828491211,168,-3.0,S,America/Fortaleza,airport,OurAirports,America/Bahia
3952,4214,Brigadeiro Lysias Rodrigues Airport,Palmas,Brazil,PMW,SBPJ,-10.2915000916,-48.3569984436,774,-3.0,S,America/Fortaleza,airport,OurAirports,America/Araguaina
3959,4221,Hayman Island Heliport,Hayman Island,Australia,HIS,YHYN,-20.0599,148.8834,8,10.0,O,Australia/Brisbane,airport,OurAirports,Australia/Lindeman
3971,4236,Aklavik/Freddie Carmichael Airport,Aklavik,Canada,LAK,CYKD,68.223297,-135.00599,23,-7.0,A,America/Edmonton,airport,OurAirports,America/Yellowknife
3972,4237,Déline Airport,Deline,Canada,YWJ,CYWJ,65.21109771728516,-123.43599700927734,703,-7.0,A,America/Edmonton,airport,OurAirports,America/Yellowknife
3973,4238,Tulita Airport,Tulita,Canada,ZFN,CZFN,64.90969848632811,-125.572998046875,332,-7.0,A,America/Edmonton,airport,OurAirports,America/Yellowknife
3974,4239,Fort Good Hope Airport,Fort Good Hope,Canada,YGH,CYGH,66.24079895019531,-128.6510009765625,268,-7.0,A,America/Edmonton,airport,OurAirports,America/Yellowknife
3976,4244,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,Canada,YPC,CYPC,69.3608381154,-124.075469971,15,-7.0,A,America/Edmonton,airport,OurAirports,America/Yellowknife
3978,4249,Juancho E. Yrausquin Airport,Saba,Netherlands Antilles,SAB,TNCS,17.645000457763672,-63.22000122070313,60,-4.0,U,America/Curacao,airport,OurAirports,America/Kralendijk
3988,4263,Joslin Field Magic Valley Regional Airport,Twin Falls,United States,TWF,KTWF,42.48180008,-114.487999,4154,-7.0,A,America/Denver,airport,OurAirports,America/Boise
4011,4297,Bogashevo Airport,Tomsk,Russia,TOF,UNTT,56.380298614502,85.208297729492,597,7.0,N,Asia/Krasnoyarsk,airport,OurAirports,Asia/Tomsk
4014,4301,Jiuzhai Huanglong Airport,Jiuzhaigou,China,JZH,ZUJZ,32.8533333333,103.68222222200001,11327,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
4021,4308,Dunhuang Airport,Dunhuang,China,DNH,ZLDH,40.16109848022461,94.80919647216795,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
4061,4357,Atyrau Airport,Atyrau,Kazakhstan,GUW,UATG,47.12189865112305,51.8213996887207,-72,5.0,U,Asia/Oral,airport,OurAirports,Asia/Atyrau
4063,4359,South Bend Regional Airport,South Bend,United States,SBN,KSBN,41.70869827270508,-86.31729888916016,799,-5.0,A,America/New_York,airport,OurAirports,America/Indiana/Indianapolis
4066,4363,Saratov Central Airport,Saratov,Russia,RTW,UWSS,51.56499862670898,46.04669952392578,499,3.0,N,Europe/Moscow,airport,OurAirports,Europe/Saratov
4069,4367,Aktau Airport,Aktau,Kazakhstan,SCO,UATE,43.86009979248047,51.09199905395508,73,5.0,U,Asia/Oral,airport,OurAirports,Asia/Aqtau
