2911,"International Sabilisation Assistance Force",\N,"","ISF","","United Kingdom","N"
2912,"International Security Assistance Force",\N,"","THN","ATHENA","Canada","N"
2913,"International Trans-Air",\N,"","ITH","INTRANS NIGERIA","Nigeria","N"
2914,"Interport Corporation",\N,"","IPT","INTERPORT","United States","N"
2915,"Intersky",\N,"","IKY","GENERAL SKY","Bulgaria","N"
2916,"Intersky",\N,"3L","ISK","INTERSKY","Austria","Y"
2917,"Interstate Airline",\N,"I4","FWA","FREEWAYAIR","Netherlands","N"
2918,"Intervuelos",\N,"","ITU","INTERLOS","Mexico","N"
2919,"Inversija",\N,"","INV","INVER","Latvia","N"
2920,"Iona National Airways",\N,"","IND","IONA","Ireland","N"
2921,"Iowa Airways",\N,"","IOA","IOWA AIR","United States","N"
2922,"Iran Air",\N,"IR","IRA","IRANAIR","Iran","Y"
2923,"Iran Aseman Airlines",\N,"EP","IRC","","Iran","Y"
2924,"Iranair Tours",\N,"","IRB","","Iran","N"
2925,"Naft Air Lines",\N,"","IRG","NAFT","Iran","N"
2926,"Iraqi Airways",\N,"IA","IAW","IRAQI","Iraq","Y"
2927,"Irbis Air",\N,"","BIS","IRBIS","Kazakhstan","N"
2928,"Irish Air Corps",\N,"","IRL","IRISH","Ireland","N"
2929,"Irish Air Transport",\N,"","RDK","IRISH TRANS","Ireland","N"
2930,"Irish Aviation Authority",\N,"","XMR","AUTHORITY","Ireland","N"
2931,"Irtysh Airlines",\N,"","IRT","IRTYSH AIRLINES","Uzbekistan","N"
2932,"Irving Oil",\N,"","XIA","","Canada","N"
2933,"Irving Oil Transport",\N,"","KCE","KACEY","Canada","N"
2934,"Island Air",\N,"","ISI","ISLANDMEX","Mexico","N"
2935,"Island Air Charters",\N,"","ILF","ISLAND FLIGHT","United States","N"
2936,"Island Air Express",\N,"","XYZ","RAINBIRD","United States","N"
2937,"Island Airlines",\N,"IS","","","United States","Y"
2938,"Island Aviation",\N,"","SOY","SORIANO","Philippines","N"
2939,"Island Aviation Services",\N,"","DQA","","Maldives","N"
2940,"Island Aviation and Travel",\N,"","IOM","ISLE AVIA","United Kingdom","N"
2941,"Island Express",\N,"2S","SDY","SANDY ISLE","United States","N"
2942,"Cargo Plus Aviation",\N,"8L","CGP","","United Arab Emirates","Y"
2943,"Island Helicopters",\N,"","MTP","METROCOPTER","United States","N"
2944,"Island Link",\N,"","ILC","","Japan","N"
2945,"Islandair Jersey",\N,"","IAJ","JARLAND","United Kingdom","N"
2946,"Islands Nationair",\N,"CN","","","Papua New Guinea","N"
2947,"Icebird Airline",\N,"","ICB","ICEBIRD","Iceland","N"
2948,"Islas Airways",\N,"IF","ISW","PINTADERA","Spain","Y"
2949,"Isle Grande Flying School",\N,"","IGS","ISLA GRANDE","United States","N"
2950,"Islena De Inversiones",\N,"WC","ISV","","Honduras","Y"
2951,"Isles of Scilly Skybus",\N,"","IOS","SCILLONIA","United Kingdom","N"
2952,"Israel Aircraft Industries",\N,"","IAI","ISRAEL AIRCRAFT","Israel","N"
2953,"Israeli Air Force",\N,"","IAF","","Israel","N"
2954,"Israir",\N,"6H","ISR","ISRAIR","Israel","Y"
2955,"Istanbul Airlines",\N,"","IST","ISTANBUL","Turkey","N"
2956,"Itali Airlines",\N,"9X","ACL","ITALI","Italy","N"
2957,"Italy First",\N,"","IFS","RIVIERA","Italy","N"
2958,"Itek Air",\N,"GI","IKA","ITEK-AIR","Kyrgyzstan","Y"
2959,"Ivoire Aero Services",\N,"","IVS","IVOIRE AERO","Ivory Coast","N"
2960,"Ivoire Airways",\N,"","IVW","IVOIRAIRWAYS","Ivory Coast","N"
2961,"Ivoire Jet Express",\N,"","IJE","IVOIRE JET","Ivory Coast","N"
2962,"Iwamoto Crane Co Ltd",\N,"","OIC","","Japan","N"
2963,"Ixair",\N,"","IXR","X-BIRD","France","N"
2964,"Izair",\N,"H9","IZM","IZMIR","Turkey","N"
2965,"Izhavia",\N,"","IZA","IZHAVIA","Russia","N"
2966,"J C Bamford (Excavators)",\N,"","JCB","JAYSEEBEE","United Kingdom","N"
2967,"J P Hunt Air Carriers",\N,"","RFX","REFLEX","United States","N"
2968,"J-Air",\N,"","JLJ","J AIR","Japan","N"
2969,"JAL Express",\N,"JC","JEX","JANEX","Japan","Y"
2970,"JALways",\N,"JO","JAZ","JALWAYS","Japan","Y"
2971,"JDAviation",\N,"","JDA","JAY DEE","United Kingdom","N"
2972,"JDP Lux",\N,"","JDP","RED PELICAN","Luxembourg","N"
2973,"JHM Cargo Expreso",\N,"","JHM","","Costa Rica","N"
2974,"JM Family Aviation",\N,"","TQM","TACOMA","United States","N"
2975,"JMC Airlines",\N,"","JMC","JAYEMMSEE","United Kingdom","N"
2976,"JSC Transport Automated Information Systems",\N,"1M","","","Russia","N"
2977,"JS Air",\N,"","JSJ","JS CHARTER","Pakistan","N"
2978,"JS Aviation",\N,"","JES","JAY-ESS AVIATION","Mexico","N"
2979,"Jackson Air Services",\N,"","JCK","JACKSON","Canada","N"
2980,"Jade Cargo International",\N,"","JAE","JADE CARGO","China","N"
2981,"Jamahiriya Airways",\N,"","JAW","JAW","Libya","N"
2982,"Jambo Africa Airlines",\N,"","JMB","JAMBOAFRICA","Democratic Republic of Congo","N"
2983,"Jana-Arka",\N,"","JAK","YANZAR","Kazakhstan","N"
2984,"Janair",\N,"","JAX","JANAIR","United States","N"
2985,"Japan Air Commuter",\N,"","JAC","COMMUTER","Japan","N"
2986,"Japan Aircraft Service",\N,"","JSV","","Japan","N"
2987,"Japan Airlines","JAL Japan Airlines","JL","JAL","JAPANAIR","Japan","Y"
2988,"Japan Airlines Domestic",\N,"JL","JAL","J-BIRD","Japan","Y"
2989,"Japan Asia Airways",\N,"EG","JAA","ASIA","Japan","Y"
2990,"Japan Transocean Air",\N,"NU","JTA","JAI OCEAN","Japan","Y"
2991,"Jat Airways",\N,"JU","JAT","JAT","Serbia","N"
2992,"Jatayu Airlines",\N,"VJ","JTY","JATAYU","Indonesia","N"
2993,"Jazeera Airways",\N,"J9","JZR","JAZEERA","Kuwait","Y"
2994,"Jeju Air",\N,"7C","JJA","JEJU AIR","Republic of Korea","Y"
2995,"Jenney Beechcraft",\N,"","JNY","JENAIR","United States","N"
2996,"Jeppesen Data Plan",\N,"","XLD","","United States","N"
2997,"Jeppesen UK",\N,"","JPN","JETPLAN","United Kingdom","N"
2998,"Jet Air",\N,"","JEA","JETA","Poland","N"
2999,"Jet Air Group",\N,"","JSI","SISTEMA","Russia","N"
3000,"Jet Airways",\N,"9W","JAI","JET AIRWAYS","India","Y"
3001,"Jet Airways",\N,"QJ","","","United States","Y"
3002,"Jet Aspen Air Lines",\N,"","JTX","JET ASPEN","United States","N"
3003,"Jet Aviation",\N,"","PJS","JETAVIATION","Switzerland","N"
3004,"Jet Aviation Business Jets",\N,"","BZF","BIZFLEET","United States","N"
3005,"Jet Center Flight Training",\N,"","JCF","JET CENTER","Spain","N"
3006,"Jet Charter",\N,"","JCT","JET CHARTER","United States","N"
3007,"Jetclub",\N,"0J","","","Switzerland","N"
3008,"Jet Connection",\N,"","JCX","JET CONNECT","Germany","N"
3009,"Jet Courier Service",\N,"","DWW","DON JUAN","United States","N"
3010,"Jet East International",\N,"","JED","JET EAST","United States","N"
3011,"Jet Executive International Charter",\N,"","JEI","JET EXECUTIVE","Germany","N"
3012,"Jet Fighter Flights",\N,"","RZA","RAZOR","Australia","N"
3013,"Jet Freighters",\N,"","CFT","CASPER FREIGHT","United States","N"
3014,"Jet G&D Aviation",\N,"","JGD","JET GEE-AND-DEE","Israel","N"
3015,"Jet Line International",\N,"","MJL","MOLDJET","Moldova","N"
3016,"Jet Link",\N,"","JEK","JET OPS","Israel","N"
3017,"Jet Link Aviation",\N,"","HTL","HEARTLAND","United States","N"
3018,"Jet Norte",\N,"","JNR","JET NORTE","Mexico","N"
3019,"Jet Rent",\N,"","JRN","JET RENT","Mexico","N"
3020,"Jet Service",\N,"","JDI","JEDI","Poland","N"
3021,"Jetstar Asia Airways",\N,"3K","JSA","JETSTAR ASIA","Singapore","Y"
3022,"Jet Stream",\N,"","JSM","JET STREAM","Moldova","N"
3023,"Jet Trans Aviation",\N,"","JTC","JETRANS","Ghana","N"
3024,"Jet-2000",\N,"","JTT","MOSCOW JET","Russia","N"
3025,"Jet-Ops",\N,"","OPS","OPS-JET","United Arab Emirates","N"
3026,"Jet2.com",\N,"LS","EXS","CHANNEX","United Kingdom","Y"
3027,"Jet4You","","8J","JFU","ARGAN","Morocco","Y"
3028,"JetAfrica Swaziland",\N,"","OSW","BEVO","Swaziland","N"
3029,"JetBlue Airways",\N,"B6","JBU","JETBLUE","United States","Y"
3030,"JetConnect",\N,"","QNZ","QANTAS JETCONNECT","New Zealand","N"
3031,"JetMagic",\N,"","JMG","JET MAGIC","Ireland","N"
3032,"Jetairfly",\N,"JF","JAF","BEAUTY","Belgium","Y"
3033,"Jetall Holdings",\N,"","JTL","FIREFLY","Canada","N"
3034,"Jetalliance",\N,"","JAG","JETALLIANCE","Austria","N"
3035,"Jetclub",\N,"0J","JCS","JETCLUB","Switzerland","N"
3036,"Jetcorp",\N,"","UEJ","JETCORP","United States","N"
3037,"Jetcraft Aviation",\N,"","JCC","JETCRAFT","Australia","N"
3038,"Jetex Aviation",\N,"","JXA","","Lebanon","N"
3039,"Jetflite",\N,"","JEF","JETFLITE","Finland","Y"
3040,"Jetfly Airlines",\N,"","JFL","LINEFLYER","Austria","N"
3041,"Jetgo International",\N,"","JIC","JIC-JET","Thailand","N"
3042,"Jetlink Express",\N,"","JLX","KEN JET","Kenya","N"
3043,"Jetlink Holland",\N,"","JLH","","Netherlands","N"
3044,"Jetnova de Aviacion Ejecutiva",\N,"","JNV","JETNOVA","Spain","N"
3045,"Jetpro",\N,"","JPO","JETPRO","Mexico","N"
3046,"Jetran Air",\N,"","MDJ","JETRAN AIR","Romania","N"
3047,"Jetrider International",\N,"","JRI","JETRIDER","United Kingdom","N"
3048,"Jets Ejecutivos",\N,"","JEJ","MEXJETS","Mexico","N"
3049,"Jets Personales",\N,"","JEP","JET PERSONALES","Spain","N"
3050,"Jets Y Servicios Ejecutivos",\N,"","JSE","SERVIJETS","Mexico","N"
3051,"JetsGo",\N,"SG","JGO","JETSGO","Canada","N"
3052,"Jetstar Airways",\N,"JQ","JST","JETSTAR","Australia","Y"
3053,"Jetstream Air",\N,"","JSH","STREAM-AIR","Hungary","N"
3054,"Jetstream Executive Travel",\N,"","JXT","VANNIN","United Kingdom","N"
3055,"Jett Paqueteria",\N,"","JPQ","JETT PAQUETERIA","Mexico","N"
3056,"Jett8 Airlines Cargo",\N,"JX","JEC","","Singapore","N"
3057,"Jettime",\N,"","JTG","JETTIME","Denmark","N"
3058,"Jettrain Corporation",\N,"","JTN","JETTRAIN","United States","N"
3059,"Jetways of Iowa",\N,"","JWY","JETWAYS","United States","N"
3060,"Jetx Airlines",\N,"GX","JXX","JETBIRD","Iceland","N"
3061,"Jibair",\N,"","JIB","JIBAIRLINE","Djibouti","N"
3062,"Jigsaw Project",\N,"","JSW","JIGSAW","United Kingdom","N"
3063,"Jim Hankins Air Service",\N,"","HKN","HANKINS","United States","N"
3064,"Jim Ratliff Air Service",\N,"","RAS","SHANHIL","United States","N"
3065,"Joanas Avialinijos",\N,"","JDG","LADYBLUE","Lithuania","N"
3066,"Job Air",\N,"","JBR","JOBAIR","Czech Republic","N"
3067,"Johnson Air",\N,"","JHN","AIR JOHNSON","United States","N"
3068,"Johnsons Air",\N,"","JON","JOHNSONSAIR","Ghana","N"
3069,"Johnston Airways",\N,"","JMJ","JOHNSTON","United States","N"
3070,"Joint Military Commission",\N,"","JMM","JOICOMAR","Sudan","N"
3071,"Jomartaxi Aereo",\N,"","JMT","JOMARTAXI","Mexico","N"
3072,"Jonsson",\N,"","ODI"," H Air Taxi","ODINN","N"
3073,"Jordan Aviation",\N,"R5","JAV","JORDAN AVIATION","Jordan","N"
3074,"Jordan International Air Cargo",\N,"","JCI","","Jordan","N"
3075,"Jorvik",\N,"","JVK","ISLANDIC","Iceland","N"
3076,"Ju-Air",\N,"","JUR","JUNKERS","Switzerland","N"
3077,"Juanda Flying School",\N,"","JFS","JAEMCO","Indonesia","N"
3078,"Juba Cargo Services & Aviation Company",\N,"","JUC","JUBA CARGO","Sudan","N"
3079,"Jubba Airways",\N,"","JUB","JUBBA","Somali Republic","N"
3080,"Jubilee Airways",\N,"","DKE","DUKE","United Kingdom","N"
3081,"Juneyao Airlines",\N,"HO","DKH","JUNEYAO AIRLINES","China","Y"
3082,"Justair Scandinavia",\N,"","MEY","MELODY","Sweden","N"
3083,"Justice Prisoner and Alien Transportation System",\N,"","DOJ","JUSTICE","United States","N"
3084,"K D Air Corporation",\N,"","KDC","KAY DEE","Canada","N"
3085,"K S Avia",\N,"","KSA","SKY CAMEL","Latvia","N"
3086,"K-Mile Air",\N,"","KMI","KAY-MILE AIR","Thailand","N"
3087,"KD Avia",\N,"KD","KNI","KALININGRAD AIR","Russia","Y"
3088,"KLM Cityhopper",\N,"WA","KLC","CITY","Netherlands","Y"
3089,"KLM Helicopter",\N,"","KLH","KLM HELI","Netherlands","N"
3090,"KLM Royal Dutch Airlines",\N,"KL","KLM","KLM","Netherlands","Y"
3091,"Kabo Air",\N,"N2","QNK","KABO","Nigeria","N"
3092,"Kahama Mining Corporation",\N,"","KMC","KAHAMA","Tanzania","N"
3093,"Kaiser Air",\N,"","KAI","KAISER","United States","N"
3094,"Kalitta Air",\N,"K4","CKS","CONNIE","United States","N"
3095,"Kalitta Charters",\N,"","KFS","KALITTA","United States","N"
3096,"Kallat El Saker Air Company",\N,"","KES","KALLAT EL SKER","Libya","N"
3097,"Kam Air",\N,"RQ","KMF","KAMGAR","Afghanistan","Y"
3098,"Kampuchea Airlines",\N,"E2","KMP","KAMPUCHEA","Cambodia","N"
3099,"Kanaf-Arkia Airlines",\N,"","KIZ","","Israel","N"
3100,"Kanfey Ha'emek Aviation",\N,"","KHE","KANFEY HAEMEK","Israel","N"
3101,"Kansas State University",\N,"","KSU","K-STATE","United States","N"
3102,"Karat",\N,"V2","AKT","AVIAKARAT","Russia","N"
3103,"Karibu Airways Company",\N,"","KRB","KARIBU AIR","Tanzania","N"
3104,"Karlog Air Charter",\N,"","KLG","KARLOG","Denmark","N"
3105,"Karthago Airlines",\N,"","KAJ","KARTHAGO","Tunisia","N"
3106,"Kartika Airlines",\N,"","KAE","KARTIKA","Indonesia","N"
3107,"Kata Transportation",\N,"","KTV","KATAVIA","Sudan","N"
3108,"Katekavia",\N,"","KTK","KATEKAVIA","Russia","N"
3109,"Kato Airline",\N,"","KAT","KATO-AIR","Norway","N"
3110,"Kavminvodyavia",\N,"KV","MVD","AIR MINVODY","Russia","Y"
3111,"Kavouras Inc",\N,"","XKA","","United States","N"
3112,"Kaz Agros Avia",\N,"","KRN","ANTOL","Kazakhstan","N"
3113,"Kaz Air West",\N,"","KAW","KAZWEST","Kazakhstan","N"
3114,"Kazan Aviation Production Association",\N,"","KAO","KAZAVAIA","Russia","N"
3115,"Kazan Helicopters",\N,"","KPH","KAMA","Russia","N"
3116,"Kazavia",\N,"","KKA","KAKAIR","Kazakhstan","N"
3117,"Kazaviaspas",\N,"","KZS","SPAKAZ","Kazakhstan","N"
3118,"Keenair Charter -",\N,"","JFK","KEENAIR","United Kingdom","N"
3119,"Kelix Air",\N,"","KLX","KELIX","Nigeria","N"
3120,"Kelner Airways",\N,"","FKL","KELNER","Canada","N"
3121,"Kelowna Flightcraft Air Charter",\N,"","KFA","FLIGHTCRAFT","Canada","N"
3122,"Kendell Airlines",\N,"","KDA","KENDELL","Australia","Y"
3123,"Kenmore Air",\N,"M5","KEN","KENMORE","United States","Y"
3124,"Kenn Borek Air",\N,"","KBA","BOREK AIR","Canada","N"
3125,"Kent Aviation",\N,"","KAH","DEKAIR","Canada","N"
3126,"Kenya Airways",\N,"KQ","KQA","KENYA","Kenya","Y"
3127,"Kevis",\N,"","KVS","KEVIS","Kazakhstan","N"
3128,"Key Airlines",\N,"","KEY","KEY AIR","United States","N"
3129,"Key Lime Air",\N,"","LYM","KEY LIME","United States","N"
3130,"Keystone Aerial Surveys",\N,"","FTP","FOOTPRINT","United States","N"
3131,"Keystone Air Services",\N,"BZ","KEE","KEYSTONE","Canada","N"
3132,"Khalifa Airways",\N,"","KZW","KHALIFA AIR","Algeria","N"
3133,"Kharkov Aircraft Manufacturing Company",\N,"","WKH","WEST-KHARKOV","Ukraine","N"
3134,"Khazar",\N,"","KHR","KHAZAR","Turkmenistan","N"
3135,"Khoezestan Photros Air Lines",\N,"","KHP","PHOTROS AIR","Iran","N"
3136,"Khoriv-Avia",\N,"","KRV","KHORIV-AVIA","Ukraine","N"
3137,"Khors Aircompany",\N,"","KHO","AIRCOMPANY KHORS","Ukraine","N"
3138,"Khyber Afghan Airlines",\N,"","KHY","KHYBER","Afghanistan","N"
3139,"Kiev Aviation Plant",\N,"","UAK","AVIATION PLANT","Ukraine","N"
3140,"King Aviation",\N,"","KNG","KING","United Kingdom","N"
3141,"Kingfisher Air Services",\N,"","BEZ","SEA BREEZE","United States","N"
3142,"Kingfisher Airlines",\N,"IT","KFR","KINGFISHER","India","Y"
3143,"Knighthawk Air Express",\N,"","KNX","KNIGHT FLIGHT","Canada","N"
3144,"Kingston Air Services",\N,"","KAS","KINGSTON AIR","Canada","N"
3145,"Kinnarps",\N,"","KIP","KINNARPS","Sweden","N"
3146,"Kinshasa Airways",\N,"","KNS","KINSHASA AIRWAYS","Democratic Republic of the Congo","N"
3147,"Kirov Air Enterprise",\N,"","KTA","VYATKA-AVIA","Russia","N"
3148,"Kish Air",\N,"Y9","IRK","KISHAIR","Iran","Y"
3149,"Kitty Hawk Aircargo",\N,"","KHA","AIR KITTYHAWK","United States","N"
3150,"Kitty Hawk Airways",\N,"","KHC","CARGO HAWK","United States","N"
3151,"Kiwi International Air Lines",\N,"KP","KIA","KIWI AIR","United States","N"
3152,"Knight Air",\N,"","KNA","KNIGHTAIR","Canada","N"
3153,"Knighthawk Express",\N,"","KHX","RIZZ","United States","N"
3154,"Knights Airlines",\N,"","KGT","KNIGHT-LINER","Nigeria","N"
3155,"Koanda Avacion",\N,"","KOA","KOANDA","Spain","N"
3156,"Koda International",\N,"","OYE","KODA AIR","Nigeria","N"
3157,"Kogalymavia Air Company",\N,"7K","KGL","KOGALYM","Russia","Y"
3158,"Kom Activity",\N,"","KOM","COMJET","Netherlands","N"
3159,"Komiaviatrans State Air Enterprise",\N,"","KMA","KOMI AVIA","Russia","N"
3160,"Komiinteravia","","8J","KMV","KOMIINTER","Russia","N"
3161,"Komsomolsk-on-Amur Air Enterprise",\N,"","KNM","KNAAPO","Russia","N"
3162,"Koob-Corp - 96 KFT",\N,"","KOB","AUTOFLEX","Hungary","N"
3163,"Korean Air",\N,"KE","KAL","KOREANAIR","Republic of Korea","Y"
3164,"Kosmas Air",\N,"","KMG","KOSMAS CARGO","Serbia","N"
3165,"Kosmos",\N,"","KSM","KOSMOS","Russia","Y"
3166,"Kosova Airlines",\N,"","KOS","KOSOVA","Serbia","N"
3167,"Kovar Air",\N,"","WOK","WOKAIR","Czech Republic","N"
3168,"Krasnojarsky Airlines",\N,"7B","KJC","KRASNOJARSKY AIR","Russia","Y"
3169,"Kremenchuk Flight College",\N,"","KFC","KREMENCHUK","Ukraine","N"
3170,"Krimaviamontag",\N,"","KRG","AVIAMONTAG","Ukraine","N"
3171,"Kroonk Air Agency",\N,"","KRO","KROONK","Ukraine","N"
3172,"Krylo Airlines",\N,"K9","KRI","Krylo","Russia","N"
3173,"Krym",\N,"","KYM","CRIMEA AIR","Ukraine","N"
3174,"Krystel Air Charter",\N,"","OPC","OPTIC","United Kingdom","N"
3175,"Kuban Airlines",\N,"GW","KIL","AIR KUBAN","Russia","Y"
3176,"Kunpeng Airlines",\N,"VD","KPA","KUNPENG","China","N"
3177,"Kurzemes Avio",\N,"","KZA","","Russia","N"
3178,"Kustbevakningen",\N,"","KBV","SWECOAST","Sweden","N"
3179,"Kuwait Airways",\N,"KU","KAC","KUWAITI","Kuwait","Y"
3180,"Kuzu Airlines Cargo",\N,"GO","KZU","KUZU CARGO","Turkey","Y"
3181,"Kvadro Aero",\N,"","QVR","PEGASO","Kyrgyzstan","N"
3182,"Kwena Air",\N,"","KWN","KWENA","South Africa","N"
3183,"Kyrgyz Airlines",\N,"N5","KGZ","BERMET","Kyrgyzstan","N"
3184,"Kyrgyz Trans Avia",\N,"","KTC","DINARA","Kyrgyzstan","N"
3185,"Kyrgyzstan",\N,"QH","LYN","ALTYN AVIA","Kyrgyzstan","N"
3186,"Kyrgyzstan Airlines",\N,"R8","KGA","KYRGYZ","Kyrgyzstan","N"
3187,"Kyrgyzstan Department of Aviation",\N,"","DAM","FLIGHT RESCUE","Kyrgyzstan","N"
3188,"Kyrgz General Aviation",\N,"","KGB","KEMIN","Kyrgyzstan","N"
3189,"Kibris T",\N,"KY","KYV","AIRKIBRIS","Turkey","N"
3190,"L A Helicopter",\N,"","LAH","STAR SHIP","United States","N"
3191,"L J Aviation",\N,"","LJY","ELJAY","United States","N"
3192,"L R Airlines",\N,"","LRB","LADY RACINE","Czech Republic","N"
3193,"L&L Flygbildteknik",\N,"","PHO","PHOTOFLIGHT","Sweden","N"
3194,"L'Express",\N,"","LEX","LEX","United States","N"
3195,"L-3 Communications Flight Internation Aviation",\N,"","FNT","FLIGHT INTERNATIONAL","United States","N"
3196,"L.A.B. Flying Service",\N,"JF","LAB","LAB","United States","N"
3197,"LACSA",\N,"LR","LRC","LACSA","Costa Rica","Y"
3198,"LADE - Lineas Aereas Del Estado",\N,"","LDE","LADE","Argentina","N"
3199,"LAI - Linea Aerea IAACA",\N,"KG","BNX","AIR BARINAS","Venezuela","N"
3200,"LAN Airlines",\N,"LA","LAN","LAN","Chile","Y"
3201,"LAN Argentina",\N,"4M","DSM","LAN AR","Argentina","Y"
3202,"LAN Cargo",\N,"","LCO","LAN CARGO","Chile","N"
3203,"LAN Dominica",\N,"","LNC","LANCANA","Dominican Republic","N"
3204,"LAN Express",\N,"LU","LXP","LANEX","Chile","Y"
3205,"LAN Peru",\N,"LP","LPE","LANPERU","Peru","Y"
3206,"LANSA",\N,"","LSA","INTERNACIONAL","Dominican Republic","N"
3207,"LAP Colombia - Lineas Aereas Petroleras",\N,"","APT"," S.A.","LAP","N"
3208,"LASTP",\N,"","OTN","LASTP","S","N"
3209,"LC Busre",\N,"","LCB","BUSRE","Peru","N"
3210,"LOT Polish Airlines",\N,"LO","LOT","POLLOT","Poland","Y"
3211,"LTE International Airways",\N,"XO","LTE","FUN JET","Spain","Y"
3212,"LTU Austria",\N,"L3","LTO","BILLA TRANSPORT","Austria","Y"
3213,"LTU International",\N,"LT","LTU","LTU","Germany","N"
3214,"LTV Jet Fleet Corporation",\N,"","JFC","JET-FLEET","United States","N"
3215,"LUKoil-Avia",\N,"","LUK","LUKOIL","Russia","N"
3216,"La Ronge Aviation Services",\N,"","ASK","AIR SASK","Canada","N"
3217,"La Valenciana Taxi Aereo",\N,"","LVT","TAXIVALENCIANA","Mexico","N"
3218,"Labcorp",\N,"","SKQ","SKYLAB","United States","N"
3219,"Labrador Airways",\N,"","LAL","LAB AIR","Canada","N"
3220,"Lagun Air",\N,"N6","JEV","","Spain","N"
3221,"Lake Havasu Air Service",\N,"","HCA","HAVASU","United States","N"
3222,"Lakeland Aviation",\N,"","LKL","LAKELAND","United States","N"
3223,"Laker Airways",\N,"","LKR","LAKER","United States","N"
3224,"Laker Airways (Bahamas)",\N,"","LBH","LAKER BAHAMAS","United States","N"
3225,"Lamra",\N,"","LMR","LAMAIR","Sudan","N"
3226,"Lanaes Aereas Trans Costa Rica",\N,"","TCR","TICOS","Costa Rica","N"
3227,"Landsflug",\N,"","ISL","ISLANDIA","Iceland","N"
3228,"Langtry Flying Group",\N,"","PAP","PROFLIGHT","United Kingdom","N"
3229,"Lankair",\N,"IK","LKN","Lankair","Sri Lanka","N"
3230,"Lanza Air",\N,"","LZA","AEROLANZA","Spain","N"
3231,"Lanzarote Aerocargo",\N,"","LZT","BARAKA","Spain","N"
3232,"Lao Air Company",\N,"","LLL","LAVIE","Lao Peoples Democratic Republic","N"
3233,"Lao Airlines",\N,"QV","LAO","LAO","Lao Peoples Democratic Republic","Y"
3234,"Lao Capricorn Air",\N,"","LKA","NAKLOA","Lao Peoples Democratic Republic","N"
3235,"Laoag International Airlines",\N,"L7","LPN","LAOAG AIR","Philippines","N"
3236,"Laredo Air",\N,"","LRD","LAREDO AIR","United States","N"
3237,"LatCharter",\N,"","LTC","LATCHARTER","Latvia","Y"
3238,"Latvian Air Force",\N,"","LAF","LATVIAN AIRFORCE","Latvia","N"
3239,"Lauda Air",\N,"NG","LDA","LAUDA AIR","Austria","Y"
3240,"Lauda Air Italy",\N,"","LDI","LAUDA ITALY","Italy","N"
3241,"Laughlin Express",\N,"","LEP","LAUGHLIN EXPRESS","United States","N"
3242,"Laus",\N,"","LSU","LAUS AIR","Croatia","N"
3243,"Lawrence Aviation",\N,"","LAR","LAWRENCE","United States","N"
3244,"Layang-Layang Aerospace",\N,"","LAY","LAYANG","Malaysia","N"
3245,"Lease-a-Plane International",\N,"","LPL","LEASE-A-PLANE","United States","N"
3246,"Lebanese Air Transport",\N,"LQ","LAQ","LAT","Lebanon","N"
3247,"Lebanese Air Transport (Charter)",\N,"","LAT","LEBANESE AIR","Lebanon","N"
3248,"Lebanon Airport Development Corporation",\N,"","LAD","LADCO-AIR","United States","N"
3250,"Leconte Airlines",\N,"","LCA","LECONTE","United States","N"
3251,"Leeward Islands Air Transport",\N,"LI","LIA","LIAT","Antigua and Barbuda","Y"
3252,"Legend Airlines",\N,"","LGD","LEGENDARY","United States","N"
3253,"Leisure Air",\N,"","LWD","LEISURE WORLD","United States","N"
3254,"Lentini Aviation",\N,"","LEN","LENTINI","United States","N"
3255,"Leo-Air",\N,"","LOR","LEO CHARTER","South Africa","N"
3256,"Leonsa De Aviacion",\N,"","LEL","LEONAVIA","Spain","N"
3257,"Libyan Airlines",\N,"","LYW","LIBYAN AIRWAYS","Libya","N"
3258,"Libyan Arab Airlines",\N,"LN","LAA","LIBAIR","Libya","Y"
3259,"Libyan Arab Air Cargo",\N,"","LCR","LIBAC","Libya","N"
3260,"Lid Air",\N,"","LIQ","","Sweden","N"
3261,"Lignes Aeriennes Congolaises",\N,"","LCG","CONGOLAISE","Democratic Republic of the Congo","N"
3262,"Lignes Aeriennes Du Tchad",\N,"","LKD","LATCHAD","Chad","N"
3263,"Lignes Mauritaniennes Air Express",\N,"","LME","LIMAIR EXPRESS","Mauritania","N"
3264,"Lignes Nationales Aeriennes - Linacongo",\N,"","GCB","LINACONGO","Republic of the Congo","N"
3265,"Lincoln Air National Guard",\N,"","GDQ","","United States","N"
3266,"Lincoln Airlines",\N,"","LRT","","Australia","N"
3267,"Lindsay Aviation",\N,"","LSY","LINDSAY AIR","United States","N"
3268,"Linea Aerea Costa Norte",\N,"","NOT","COSTA NORTE","Chile","N"
3269,"Linea Aerea Mexicana de Carga",\N,"","LMC","LINEAS DECARGA","Mexico","N"
3270,"Linea Aerea SAPSA",\N,"L7","LNP","SAPSA","Chile","N"
3271,"Linea Aerea de Fumig Aguas Negras",\N,"","NEG","AGUAS NEGRAS","Chile","N"
3272,"Linea Aerea de Servicio Ejecutivo Regional",\N,"8z","LER","LASER","Venezuela","N"
3273,"Linea De Aeroservicios",\N,"","LSE","","Chile","N"
3274,"Linea Turistica Aerotuy",\N,"LD","TUY","AEREOTUY","Venezuela","N"
3275,"Lineas Aereas Alaire S.L.",\N,"","ALR","AEROLAIRE","Spain","N"
